Jack Massingill vs. Pokemon SSE,pokemon,D_HP,D_ATK,D_DEF,D_SPA,D_SPD,D_SPE,SSE
472,Rayquaza (Mega Rayquaza),17,78,-2,60,-2,32,11005
473,Jirachi,12,-2,-2,-20,-2,17,845
474,Deoxys (Normal Forme),-38,48,-52,30,-52,67,14545
475,Deoxys (Attack Forme),-38,78,-82,60,-82,67,29065
476,Deoxys (Defense Forme),-38,-32,58,-50,58,7,11745
477,Deoxys (Speed Forme),-38,-7,-12,-25,-12,97,11815
478,Turtwig,-33,-34,-38,-75,-47,-52,14227
479,Grotle,-13,-13,-17,-65,-37,-47,8430
480,Torterra,7,7,3,-45,-17,-27,3150
481,Chimchar,-44,-44,-58,-62,-58,-22,14928
482,Monferno,-24,-24,-50,-42,-50,-2,7920
483,Infernape,-12,2,-31,-16,-31,25,2951
484,Piplup,-35,-51,-49,-59,-46,-43,13673
485,Prinplup,-24,-36,-34,-39,-26,-33,6314
486,Empoleon,-4,-16,-14,-9,-1,-23,1079
487,Starly,-48,-47,-72,-90,-72,-23,23510
488,Staravia,-33,-27,-52,-80,-62,-3,14775
489,Staraptor,-3,18,-32,-70,-42,17,8310
490,Bidoof,-29,-57,-62,-85,-62,-52,21707
491,Bibarel,-9,-17,-42,-65,-42,-12,8267
492,Kricketot,-51,-77,-61,-95,-61,-58,28361
493,Kricketune,-11,-17,-51,-65,-51,-18,10161
494,Shinx,-43,-37,-68,-80,-68,-38,20310
495,Luxio,-28,-17,-53,-60,-53,-23,10820
496,Luxray,-8,18,-23,-25,-23,-13,2240
497,Budew,-48,-72,-67,-70,-32,-28,18685
498,Roserade,-28,-32,-37,5,3,7,3260
499,Cranidos,-21,23,-62,-90,-72,-25,18723
500,Rampardos,9,63,-42,-55,-52,-25,12168
501,Shieldon,-58,-60,16,-78,-14,-53,16309
502,Bastiodon,-28,-50,66,-73,36,-53,17074
503,Burmy,-48,-73,-57,-91,-57,-47,24621
504,Wormadam (Plant Cloak),-28,-43,-17,-41,3,-47,6821
505,Wormadam (Sandy Cloak),-28,-23,3,-61,-17,-47,7541
506,Wormadam (Trash Cloak),-28,-33,-7,-51,-7,-47,6781
507,Mothim,-18,-8,-52,-26,-52,-17,6761
508,Combee,-58,-72,-60,-90,-60,-13,24017
509,Vespiquen,-18,-22,0,-40,0,-43,4257
510,Pachirisu,-28,-57,-32,-75,-12,12,10970
511,Buizel,-33,-37,-67,-60,-72,2,15735
512,Floatzel,-3,3,-47,-35,-52,32,7180
513,Cherubi,-43,-67,-57,-58,-49,-48,17656
514,Cherrim,-18,-42,-32,-33,-24,2,4781
515,Shellos,-12,-54,-54,-63,-40,-49,13946
516,Gastrodon,23,-19,-34,-28,-20,-44,5166
517,Ambipom,-13,-2,-36,-60,-36,32,7389
518,Drifloon,2,-52,-68,-60,-58,-13,14465
519,Drifblim,62,-22,-58,-30,-48,-3,10905
520,Buneary,-33,-36,-58,-76,-46,2,13645
521,Lopunny,-23,-26,-18,-66,-6,22,6405
522,Lopunny (Mega Lopunny),-23,34,-8,-66,-6,52,8845
523,Mismagius,-28,-42,-42,-15,3,22,5030
524,Honchkrow,12,23,-50,-15,-50,-12,6042
525,Glameow,-39,-47,-60,-78,-65,2,17643
526,Purugly,-17,-20,-38,-56,-43,29,7959
527,Chingling,-43,-72,-52,-55,-52,-38,16910
528,Stunky,-25,-39,-55,-79,-61,-9,15214
529,Skuntank,15,-9,-35,-49,-41,1,5614
530,Bronzor,-31,-78,-16,-96,-16,-60,20373
531,Bronzong,-21,-13,14,-41,14,-50,5183
532,Bonsly,-38,-22,-7,-110,-57,-73,22655
533,Mime Jr.,-68,-77,-57,-50,-12,-23,16975
534,Happiny,12,-97,-97,-105,-37,-53,34165
535,Chatot,-12,-37,-57,-28,-60,8,9210
536,Spiritomb,-38,-10,6,-28,6,-48,4704
537,Gible,-30,-32,-57,-80,-57,-41,16503
538,Gabite,-20,-12,-37,-70,-47,-1,9023
539,Garchomp,20,28,-7,-40,-17,19,3483
540,Garchomp (Mega Garchomp),20,68,13,0,-7,9,5323
541,Munchlax,47,-17,-62,-80,-17,-78,19115
542,Riolu,-48,-32,-62,-85,-62,-23,18770
543,Lucario,-18,8,-32,-5,-32,7,2510
544,Lucario (Mega Lucario),-18,43,-14,20,-32,29,4634
545,Hippopotas,-20,-30,-24,-82,-60,-51,14801
546,Hippowdon,20,10,16,-52,-30,-36,5656
547,Skorupi,-48,-52,-12,-90,-47,-18,15785
548,Drapion,-18,-12,8,-60,-27,12,5005
549,Croagunk,-40,-41,-62,-59,-62,-33,15539
550,Toxicroak,-5,4,-37,-34,-37,2,3939
551,Carnivine,-14,-2,-30,-30,-30,-37,4269
552,Finneon,-39,-53,-46,-71,-41,-17,13457
553,Lumineon,-19,-33,-26,-51,-16,8,5047
554,Mantyke,-43,-82,-52,-60,18,-33,16290
555,Snover,-28,-40,-52,-58,-42,-43,12065
556,Abomasnow,2,-10,-27,-28,-17,-23,2435
557,Abomasnow (Mega Abomasnow),2,30,3,12,3,-53,3875
558,Weavile,-18,18,-37,-75,-17,42,9695
559,Magnezone,-18,-32,13,10,-12,-23,2290
560,Lickilicky,22,-17,-7,-40,-7,-33,3560
561,Rhyperior,27,38,28,-65,-47,-43,11240
562,Tangrowth,12,-2,23,-10,-52,-33,4570
563,Electivire,-13,21,-35,-25,-17,12,2893
564,Magmortar,-13,-7,-35,5,-7,0,1517
565,Togekiss,-3,-52,-7,0,13,-3,2940
566,Yanmega,-2,-26,-16,-4,-46,12,3212
567,Leafeon,-23,8,28,-60,-37,12,6490
568,Glaceon,-23,-42,8,10,-7,-18,2830
569,Gliscor,-13,-7,23,-75,-27,12,7245
570,Mamoswine,22,28,-22,-50,-42,-3,6025
571,Porygon-Z,-3,-22,-32,15,-27,7,2520
572,Gallade,-20,23,-37,-55,13,-3,5501
573,Gallade (Mega Gallade),-20,63,-7,-55,13,27,8341
574,Probopass,-28,-47,43,-45,48,-43,11020
575,Dusknoir,-43,-2,33,-55,33,-38,8500
576,Froslass,-18,-22,-32,-40,-32,27,5185
577,Rotom,-38,-52,-25,-25,-25,8,6087
578,Rotom (Heat Rotom),-38,-37,5,-15,5,3,3097
579,Rotom (Wash Rotom),-38,-37,5,-15,5,3,3097
580,Rotom (Frost Rotom),-38,-37,5,-15,5,3,3097
581,Rotom (Fan Rotom),-38,-37,5,-15,5,3,3097
582,Rotom (Mow Rotom),-38,-37,5,-15,5,3,3097
583,Uxie,-13,-27,28,-45,28,12,4635
584,Mesprit,-8,3,3,-15,3,-3,325
585,Azelf,-13,23,-32,5,-32,32,3795
586,Dialga,12,18,18,30,-2,7,1745
587,Dialga (Origin Forme),12,-2,18,30,18,7,1745
588,Palkia,2,18,-2,30,18,17,1845
589,Palkia (Origin Forme),2,-2,-2,30,18,37,2605
590,Heatran,3,-12,4,10,4,-6,321
591,Regigigas,22,58,8,-40,8,17,5865
592,Giratina (Altered Forme),62,-2,18,-20,18,7,4945
593,Giratina (Origin Forme),62,18,-2,0,-2,7,4225
594,Cresselia,32,-32,18,-45,28,2,5185
595,Phione,-8,-22,-22,-40,-22,-3,3125
596,Manaphy,12,-2,-2,-20,-2,17,845
597,Darkrai,-18,-12,-12,15,-12,42,2745
598,Shaymin (Land Forme),12,-2,-2,-20,-2,17,845
599,Shaymin (Sky Forme),12,1,-27,0,-27,44,3539
600,Arceus,32,18,18,0,18,37,3365
601,Victini,12,-2,-2,-20,-2,17,845
602,Snivy,-43,-57,-47,-75,-47,-20,15541
603,Servine,-28,-42,-27,-60,-27,0,7606
604,Serperior,-13,-27,-7,-45,-7,30,3921
605,Tepig,-23,-39,-57,-75,-57,-38,15617
606,Pignite,2,-9,-47,-50,-47,-28,7787
607,Emboar,22,21,-37,-20,-37,-18,4387
608,Oshawott,-33,-47,-57,-57,-57,-38,14489
609,Dewott,-13,-27,-42,-37,-42,-23,6324
610,Samurott,7,-2,-17,-12,-32,-13,1679
611,Samurott (Hisuian Samurott),2,6,-22,-20,-37,2,2297
612,Patrat,-43,-47,-63,-85,-63,-41,20902
613,Watchog,-28,-17,-33,-60,-33,-6,6887
614,Lillipup,-43,-42,-57,-95,-57,-28,19920
615,Herdier,-23,-22,-37,-85,-37,-23,11505
616,Stoutland,-3,8,-12,-75,-12,-3,5995
617,Purrloin,-47,-52,-65,-70,-65,-17,18552
618,Liepard,-24,-14,-52,-32,-52,23,7733
619,Pansage,-38,-49,-54,-67,-54,-19,14527
620,Simisage,-13,-4,-39,-22,-39,18,4035
621,Pansear,-38,-49,-54,-67,-54,-19,14527
622,Simisear,-13,-4,-39,-22,-39,18,4035
623,Panpour,-38,-49,-54,-67,-54,-19,14527
624,Simipour,-13,-4,-39,-22,-39,18,4035
625,Munna,-12,-77,-57,-53,-47,-59,17821
626,Musharna,28,-47,-17,-13,-7,-54,6416
627,Pidove,-38,-47,-52,-84,-72,-40,20197
628,Tranquill,-26,-25,-40,-70,-60,-18,11725
629,Unfezant,-8,13,-22,-55,-47,10,6051
630,Blitzle,-43,-42,-70,-70,-70,-7,18362
631,Zebstrika,-13,-2,-39,-40,-39,33,5904
632,Roggenrola,-33,-27,-17,-95,-77,-68,21685
633,Boldore,-18,3,3,-70,-62,-63,13055
634,Gigalith,-3,33,28,-60,-22,-58,9330
635,Woobat,-23,-57,-59,-65,-59,-11,15086
636,Swoobat,-21,-45,-47,-43,-47,31,9694
637,Drilbur,-28,-17,-62,-90,-57,-15,16491
638,Excadrill,22,33,-42,-70,-37,5,9631
639,Audino,15,-42,-16,-60,-16,-33,7190
640,Audino (Mega Audino),15,-42,24,-40,24,-33,5830
641,Timburr,-13,-22,-47,-95,-67,-48,18680
642,Gurdurr,-3,3,-17,-80,-52,-43,11260
643,Conkeldurr,17,38,-7,-65,-37,-38,8820
644,Tympole,-38,-52,-62,-70,-62,-19,17097
645,Palpitoad,-13,-37,-47,-55,-47,-14,9177
646,Seismitoad,17,-7,-27,-35,-27,-9,3102
647,Throh,32,-2,-17,-90,-17,-38,11150
648,Sawk,-13,23,-27,-90,-27,2,10260
649,Sewaddle,-43,-49,-32,-80,-42,-41,15119
650,Swadloon,-33,-39,-12,-70,-22,-41,9819
651,Leavanny,-13,1,-22,-50,-22,9,3719
652,Venipede,-58,-57,-43,-90,-63,-26,21207
653,Whirlipede,-48,-47,-3,-80,-23,-36,12747
654,Scolipede,-28,-2,-13,-65,-33,29,7112
655,Cottonee,-48,-75,-42,-83,-52,-17,19575
656,Whimsicott,-28,-35,-17,-43,-27,33,5965
657,Petilil,-43,-67,-52,-50,-52,-53,17055
658,Lilligant,-18,-42,-27,-10,-27,7,3695
659,Lilligant (Hisuian Lilligant),-18,3,-27,-70,-27,22,7175
660,Basculin,-18,-10,-37,-40,-47,15,5827
661,Sandile,-38,-30,-67,-85,-67,-18,18871
662,Krokorok,-28,-20,-57,-75,-57,-9,13388
663,Krookodile,7,15,-22,-55,-32,9,4888
664,Darumaka,-18,-12,-57,-105,-57,-33,19080
665,Darumaka (Galarian Darumaka),-18,-12,-57,-105,-57,-33,19080
666,Darmanitan (Standard Mode),17,38,-47,-90,-47,12,14395
667,Darmanitan (Zen Mode),17,-72,3,20,3,-28,6675
668,Darmanitan (Galarian Standard Mode),17,38,-47,-90,-47,12,14395
669,Darmanitan (Galarian Zen Mode),17,58,-47,-90,-47,52,18875
670,Maractus,-13,-16,-35,-14,-35,-23,3600
671,Dwebble,-38,-37,-17,-85,-67,-28,15600
672,Crustle,-18,3,23,-55,-27,-38,6060
673,Scraggy,-38,-27,-32,-85,-32,-35,12671
674,Scrafty,-23,-12,13,-75,13,-25,7261
675,Sigilyph,-16,-44,-22,-17,-22,14,3645
676,Yamask,-50,-72,-17,-65,-37,-53,16376
677,Yamask (Galarian Yamask),-50,-47,-17,-90,-37,-53,17276
678,Cofagrigus,-30,-52,43,-25,3,-53,8896
679,Tirtouga,-34,-24,1,-67,-57,-61,13192
680,Carracosta,-14,6,31,-37,-37,-51,6532
681,Archen,-33,10,-57,-46,-57,-13,9972
682,Archeops,-13,38,-37,-8,-37,27,5144
683,Trubbish,-38,-52,-40,-80,-40,-18,14072
684,Garbodor,-8,-7,-20,-60,-20,-8,4577
685,Zorua,-48,-37,-62,-40,-62,-18,13285
686,Zorua (Hisuian Zorua),-53,-42,-62,-35,-62,-13,13655
687,Zoroark,-28,3,-42,0,-42,22,4805
688,Zoroark (Hisuian Zoroark),-33,-2,-42,5,-42,27,5375
689,Minccino,-33,-52,-62,-80,-62,-8,17945
690,Cinccino,-13,-7,-42,-55,-42,32,7795
691,Gothita,-43,-72,-52,-65,-37,-38,16775
692,Gothorita,-28,-57,-32,-45,-17,-28,8155
693,Gothitelle,-18,-47,-7,-25,8,-18,3595
694,Solosis,-43,-72,-62,-15,-52,-63,17775
695,Duosion,-23,-62,-52,5,-42,-53,11675
696,Reuniclus,22,-37,-27,5,-17,-53,5705
697,Ducklett,-26,-58,-52,-76,-52,-28,16008
698,Swanna,-13,-15,-39,-33,-39,15,4750
699,Vanillite,-52,-52,-52,-55,-42,-39,14422
700,Vanillish,-37,-37,-37,-40,-27,-24,7012
701,Vanilluxe,-17,-7,-17,-10,-7,-4,792
702,Deerling,-28,-42,-52,-80,-52,-8,14420
703,Sawsbuck,-8,-2,-32,-60,-32,12,5860
704,Emolga,-33,-27,-42,-45,-42,20,7771
705,Karrablast,-38,-27,-57,-80,-57,-23,15600
706,Escavalier,-18,33,3,-60,3,-63,9000
707,Foongus,-19,-47,-57,-65,-47,-68,16877
708,Amoonguss,26,-17,-32,-35,-22,-53,6507
709,Frillish,-33,-62,-52,-55,-17,-43,12800
710,Jellicent,12,-42,-32,-35,3,-23,4695
711,Alomomola,77,-27,-22,-80,-57,-18,17115
712,Joltik,-38,-55,-52,-63,-52,-18,14170
713,Galvantula,-18,-25,-42,-23,-42,25,5631
714,Ferroseed,-44,-52,-11,-96,-16,-73,19562
715,Ferrothorn,-14,-8,29,-66,14,-63,9622
716,Klink,-48,-47,-32,-75,-42,-53,15735
717,Klang,-28,-22,-7,-50,-17,-33,5195
718,Klinklang,-28,-2,13,-50,-17,7,3795
719,Tynamo,-53,-47,-62,-75,-62,-23,18860
720,Eelektrik,-23,-17,-32,-45,-32,-43,6740
721,Eelektross,-3,13,-22,-15,-22,-33,2460
722,Elgyem,-33,-47,-47,-35,-47,-53,11750
723,Beheeyem,-13,-27,-27,5,-7,-43,3550
724,Litwick,-38,-72,-47,-55,-47,-63,18040
725,Lampent,-28,-62,-42,-25,-42,-28,9565
726,Chandelure,-28,-47,-12,25,-12,-3,3915
727,Axew,-42,-15,-42,-90,-62,-26,16373
728,Fraxure,-22,15,-32,-80,-52,-16,11093
729,Haxorus,-12,45,-12,-60,-32,14,7133
730,Cubchoo,-33,-32,-62,-60,-62,-43,15250
731,Beartic,7,28,-22,-50,-22,-33,5390
732,Cryogonal,-8,-52,-52,-25,33,22,7670
733,Shelmet,-38,-62,-17,-80,-37,-58,16710
734,Accelgor,-8,-32,-62,-20,-42,62,10940
735,Stunfisk,21,-36,-18,-39,-3,-51,6192
736,Stunfisk (Galarian Stunfisk),21,-21,-3,-54,-18,-51,6732
737,Mienfoo,-43,-17,-52,-65,-52,-18,12095
738,Mienshao,-23,23,-42,-25,-42,22,5695
739,Druddigon,-11,18,-12,-60,-12,-35,5558
740,Golett,-29,-28,-52,-85,-52,-48,16562
741,Golurk,1,22,-22,-65,-22,-28,6462
742,Pawniard,-43,-17,-32,-80,-62,-23,13935
743,Bisharp,-23,23,-2,-60,-32,-13,5855
744,Bouffalant,7,8,-7,-80,-7,-28,7395
745,Rufflet,-18,-19,-52,-83,-52,-23,13511
746,Braviary,12,21,-27,-63,-27,-3,6021
747,Braviary (Hisuian Braviary),22,-19,-32,-8,-32,-18,3281
748,Vullaby,-18,-47,-27,-75,-37,-23,10785
749,Mandibuzz,22,-37,3,-65,-7,-3,6145
750,Heatmor,-3,-5,-36,-15,-36,-18,3175
751,Durant,-30,7,10,-72,-54,26,9825
752,Deino,-36,-37,-52,-75,-52,-45,15723
753,Zweilous,-16,-17,-32,-55,-32,-25,6243
754,Hydreigon,4,3,-12,5,-12,15,563
755,Larvesta,-33,-17,-47,-70,-47,-23,11225
756,Volcarona,-3,-42,-37,15,3,17,3665
757,Cobalion,3,-12,27,-30,-30,25,3307
758,Terrakion,3,27,-12,-48,-12,25,3955
759,Virizion,3,-12,-30,-30,27,25,3307
760,Tornadus (Incarnate Forme),-9,13,-32,5,-22,28,2567
761,Tornadus (Therian Forme),-9,-2,-22,-10,-12,38,2257
762,Thundurus (Incarnate Forme),-9,13,-32,5,-22,28,2567
763,Thundurus (Therian Forme),-9,3,-32,25,-22,18,2547
764,Reshiram,12,18,-2,30,18,7,1745
765,Zekrom,12,48,18,0,-2,7,2825
766,Landorus (Incarnate Forme),1,23,-12,-5,-22,18,1507
767,Landorus (Therian Forme),1,43,-12,-15,-22,8,2767
768,Kyurem,37,28,-12,10,-12,12,2685
769,Kyurem (Black Kyurem),37,68,-2,0,-12,12,6285
770,Kyurem (White Kyurem),37,18,-12,50,-2,12,4485
771,Keldeo,3,-30,-12,9,-12,25,1903
772,Meloetta (Aria Forme),12,-25,-25,8,26,7,2183
773,Meloetta (Pirouette Forme),12,26,-12,-43,-25,45,5463
774,Genesect,-17,18,-7,0,-7,16,967
775,Chespin,-32,-41,-37,-72,-57,-45,14532
776,Quilladin,-27,-24,-7,-64,-44,-26,8062
777,Chesnaught,0,5,20,-46,-27,-19,3631
778,Fennekin,-48,-57,-62,-58,-42,-23,15054
779,Braixen,-29,-43,-44,-30,-32,-10,6650
780,Delphox,-13,-33,-30,-6,-2,21,2639
781,Froakie,-47,-46,-62,-58,-58,-12,15041
782,Frogadier,-34,-39,-50,-37,-46,14,8858
783,Greninja,-16,-7,-35,-17,-31,39,4301
784,Greninja (Ash-Greninja),-16,43,-35,33,-31,49,7781
785,Bunnelby,-50,-66,-64,-88,-66,-26,23728
786,Diggersby,-3,-46,-25,-70,-25,-5,8300
787,Fletchling,-43,-52,-59,-80,-64,-21,18971
788,Fletchinder,-26,-29,-47,-64,-50,1,10323
789,Talonflame,-10,-21,-31,-46,-33,43,6556
790,Scatterbug,-50,-67,-62,-93,-77,-48,27715
791,Spewpa,-43,-80,-42,-93,-72,-54,26762
792,Vivillon,-8,-50,-52,-30,-52,6,8908
793,Litleo,-26,-52,-44,-47,-48,-11,9950
794,Pyroar,-2,-34,-30,-11,-36,23,4006
795,Flabébé,-44,-64,-63,-59,-23,-41,15692
796,Floette,-34,-57,-55,-45,-4,-31,10432
797,Florges,-10,-37,-34,-8,52,-8,5457
798,Skiddo,-22,-37,-54,-58,-45,-31,11119
799,Gogoat,35,-2,-40,-23,-21,-15,4024
800,Pancham,-21,-20,-40,-74,-54,-40,12433
801,Pangoro,7,22,-24,-51,-31,-25,5296
802,Furfrou,-13,-22,-42,-55,-12,19,5947
803,Espurr,-26,-54,-48,-57,-42,-15,11134
804,Meowstic,-14,-54,-26,-37,-21,21,6039
805,Honedge,-43,-22,-2,-85,-65,-55,16812
806,Doublade,-29,8,48,-75,-53,-48,13947
807,Aegislash (Shield Forme),-28,-52,38,-70,38,-23,11805
808,Aegislash (Blade Forme),-28,38,-52,20,-52,-23,8565
809,Spritzee,-10,-50,-42,-57,-37,-60,12582
810,Aromatisse,13,-30,-30,-21,-13,-54,5495
811,Swirlix,-26,-54,-36,-61,-45,-34,11790
812,Slurpuff,-6,-22,-16,-35,-27,-11,2851
813,Inkay,-35,-48,-49,-83,-56,-38,17399
814,Malamar,-2,-10,-14,-52,-27,-10,3833
815,Binacle,-46,-50,-35,-81,-46,-33,15607
816,Barbaracle,-16,3,13,-66,-16,-15,5271
817,Skrelp,-38,-42,-42,-60,-42,-53,13145
818,Dragalge,-23,-27,-12,-23,21,-39,3893
819,Clauncher,-38,-49,-40,-62,-39,-39,12331
820,Clawitzer,-17,-29,-14,0,-13,-24,2071
821,Helioptile,-44,-64,-69,-59,-59,-13,17924
822,Heliolisk,-26,-47,-50,-11,-8,26,6246
823,Tyrunt,-30,-13,-25,-75,-57,-35,11793
824,Tyrantrum,-6,19,17,-51,-43,-12,5280
825,Amaura,-11,-43,-52,-53,-39,-37,10373
826,Aurorus,35,-25,-30,-21,-10,-25,3916
827,Sylveon,7,-37,-37,-10,28,-23,4200
828,Hawlucha,-10,-10,-27,-46,-39,35,5791
829,Dedenne,-21,-44,-45,-39,-35,18,7472
830,Carbink,-38,-52,48,-70,48,-33,14745
831,Goomy,-43,-52,-67,-65,-27,-43,15845
832,Sliggoo,-20,-27,-49,-37,11,-23,5549
833,Sliggoo (Hisuian Sliggoo),-30,-27,-19,-37,11,-43,5329
834,Goodra,2,-2,-32,-10,48,-3,3445
835,Goodra (Hisuian Goodra),-8,-2,-2,-10,48,-23,3005
836,Klefki,-31,-22,-11,-40,-15,-8,3455
837,Phantump,-45,-32,-54,-70,-42,-45,14654
838,Trevenant,-3,8,-26,-55,-20,-27,4903
839,Pumpkaboo (Small Size),-44,-36,-32,-76,-47,-27,12970
840,Pumpkaboo (Average Size),-39,-36,-32,-76,-47,-32,12850
841,Pumpkaboo (Large Size),-34,-36,-32,-76,-47,-37,12830
842,Pumpkaboo (Super Size),-29,-36,-32,-76,-47,-42,12910
843,Gourgeist (Small Size),-33,-17,20,-62,-27,16,6607
844,Gourgeist (Average Size),-23,-12,20,-62,-27,1,5647
845,Gourgeist (Large Size),-13,-7,20,-62,-27,-14,5387
846,Gourgeist (Super Size),-3,-2,20,-62,-27,-29,5827
847,Bergmite,-33,-33,-17,-88,-67,-55,17725
848,Avalugg,7,15,82,-76,-56,-55,18935
849,Avalugg (Hisuian Avalugg),7,25,82,-86,-66,-45,21175
850,Noibat,-48,-72,-67,-75,-62,-28,22230
851,Noivern,-3,-32,-22,-23,-22,40,4130
852,Xerneas,38,29,-7,11,-4,16,2727
853,Yveltal,38,29,-7,11,-4,16,2727
854,Zygarde (50% Forme),20,-2,19,-39,-7,12,2479
855,Zygarde (10% Forme),-34,-2,-31,-59,-17,32,6915
856,Zygarde (Complete Forme),128,-2,19,-29,-7,2,17643
857,Diancie,-38,-2,48,-20,48,-33,7545
858,Diancie (Mega Diancie),-38,58,8,40,8,27,7265
859,Hoopa (Hoopa Confined),-8,8,-42,30,28,-13,3745
860,Hoopa (Hoopa Unbound),-8,58,-42,50,28,-3,8485
861,Volcanion,-8,8,18,10,-12,-13,865
862,Rowlet,-20,-47,-47,-70,-52,-41,14103
863,Dartrix,-10,-27,-27,-50,-32,-31,6043
864,Decidueye,-10,5,-27,-20,-2,-13,1427
865,Decidueye (Hisuian Decidueye),0,10,-22,-25,-7,-23,1787
866,Litten,-43,-37,-62,-60,-62,-13,14675
867,Torracat,-23,-17,-52,-40,-52,7,7875
868,Incineroar,7,13,-12,-40,-12,-23,2635
869,Popplio,-38,-48,-48,-54,-46,-43,12933
870,Brionne,-28,-33,-33,-29,-21,-33,5333
871,Primarina,-8,-28,-28,6,14,-23,2393
872,Pikipek,-53,-27,-72,-90,-72,-18,22330
873,Trumbeak,-33,-17,-52,-80,-52,-8,13250
874,Toucannon,-8,18,-27,-45,-27,-23,4400
875,Yungoos,-40,-32,-72,-90,-72,-38,22536
876,Gumshoos,0,8,-42,-65,-42,-38,9261
877,Grubbin,-41,-40,-57,-65,-57,-37,15373
878,Charjabug,-31,-20,-7,-65,-27,-47,8573
879,Vikavolt,-11,-32,-12,25,-27,-40,4243
880,Crabrawler,-41,-20,-45,-78,-55,-20,13615
881,Crabominable,9,30,-25,-58,-35,-40,7795
882,Oricorio,-13,-32,-32,-22,-32,10,3825
883,Cutiefly,-48,-57,-62,-65,-62,1,17467
884,Ribombee,-28,-47,-42,-25,-32,41,8087
885,Rockruff,-43,-37,-62,-90,-62,-23,19535
886,Lycanroc (Midday Form),-13,13,-37,-65,-37,29,8142
887,Lycanroc (Midnight Form),-3,13,-27,-65,-27,-1,5862
888,Lycanroc (Dusk Form),-13,15,-37,-65,-37,27,8086
889,Wishiwashi (Solo Form),-43,-82,-82,-95,-77,-43,32100
890,Wishiwashi (School Form),-43,38,28,20,33,-53,8375
891,Mareanie,-38,-49,-40,-77,-50,-38,15318
892,Toxapex,-38,-39,50,-67,40,-48,13858
893,Mudbray,-18,-2,-32,-75,-47,-38,10630
894,Mudsdale,12,23,-2,-65,-17,-48,7495
895,Dewpider,-50,-62,-50,-80,-30,-56,19280
896,Araquanid,-20,-32,-10,-70,30,-41,9005
897,Fomantis,-48,-47,-67,-70,-67,-48,20695
898,Lurantis,-18,3,-12,-40,-12,-38,3665
899,Morelull,-48,-67,-47,-55,-27,-68,17380
900,Shiinotic,-28,-57,-22,-30,-2,-53,8230
901,Salandit,-40,-58,-62,-49,-62,-6,15089
902,Salazzle,-20,-38,-42,-9,-42,34,6609
903,Stufful,-18,-27,-52,-75,-52,-33,13175
904,Bewear,32,23,-22,-65,-42,-23,8555
905,Bounsweet,-46,-72,-64,-90,-64,-51,26193
906,Steenee,-36,-62,-54,-80,-54,-21,17813
907,Tsareena,-16,18,-4,-70,-4,-11,5633
908,Comfey,-37,-50,-12,-38,8,17,5810
909,Oranguru,2,-42,-22,-30,8,-23,3745
910,Passimian,12,18,-12,-80,-42,-3,8785
911,Wimpod,-63,-67,-62,-100,-72,-3,27495
912,Golisopod,-13,23,38,-60,-12,-43,7735
913,Sandygast,-33,-47,-22,-50,-57,-68,14155
914,Palossand,-3,-27,8,-20,-27,-48,4235
915,Pyukumuku,-33,-42,28,-90,28,-78,18605
916,Type: Null,7,-7,-7,-25,-7,-24,1397
917,Silvally,7,-7,-7,-25,-7,12,965
918,Minior (Meteor Form),-28,-42,-2,-60,-2,-23,6685
919,Minior (Core),-28,-2,-42,-20,-42,37,6085
920,Komala,-23,13,-37,-45,-7,-18,4465
921,Turtonator,-28,-24,33,-29,-17,-47,5788
922,Togedemaru,-23,-4,-39,-80,-29,13,9476
923,Mimikyu,-33,-12,-22,-70,3,13,6795
924,Bruxish,-20,3,-32,-50,-32,9,5038
925,Drampa,-10,-42,-17,15,-11,-47,4708
926,Dhelmise,-18,29,-2,-34,-12,-43,4318
927,Jangmo-o,-43,-47,-37,-75,-57,-38,15745
928,Hakamo-o,-33,-27,-12,-55,-32,-18,6335
929,Kommo-o,-13,8,23,-20,3,2,1175
930,Tapu Koko,-18,13,-17,-25,-27,47,4345
931,Tapu Lele,-18,-17,-27,10,13,12,1755
932,Tapu Bulu,-18,28,13,-35,-7,-8,2615
933,Tapu Fini,-18,-27,13,-25,28,2,2635
934,Cosmog,-45,-73,-71,-91,-71,-46,27833
935,Cosmoem,-45,-73,29,-91,29,-46,19433
936,Solgaleo,49,35,5,-7,-13,14,4065
937,Lunala,49,11,-13,17,5,14,3201
938,Nihilego,21,-49,-55,7,29,20,7157
939,Buzzwole,19,37,37,-67,-49,-4,10005
940,Pheromosa,-17,35,-65,17,-65,68,14877
941,Xurkitree,-5,-13,-31,53,-31,0,4925
942,Celesteela,9,-1,1,-13,-1,-22,737
943,Kartana,-29,79,29,-61,-71,26,17361
944,Guzzlord,135,-1,-49,-23,-49,-40,25157
945,Necrozma,9,5,-1,7,-13,-4,341
946,Necrozma (Dusk Mane Necrozma),9,55,25,-7,7,-6,3865
947,Necrozma (Dawn Wings Necrozma),9,11,7,37,25,-6,2281
948,Necrozma (Ultra Necrozma),9,65,-5,47,-5,46,8681
949,Magearna,-8,-7,13,10,13,-18,875
950,Marshadow,2,23,-22,-30,-12,42,3825
951,Poipole,-21,-29,-35,-47,-35,-10,6041
952,Naganadel,-15,-29,-29,7,-29,38,4241
953,Stakataka,-27,29,109,-67,-1,-70,22841
954,Blacephalon,-35,25,-49,31,-23,24,6317
