Paul Bartenfeld vs. Pokemon SSE,pokemon,D_HP,D_ATK,D_DEF,D_SPA,D_SPD,D_SPE,SSE
500,Rampardos,13,105,0,-2,-29,-30,12939
501,Shieldon,-54,-18,58,-25,9,-58,10674
502,Bastiodon,-24,-8,108,-20,59,-58,19549
503,Burmy,-44,-31,-15,-38,-34,-52,8426
504,Wormadam (Plant Cloak),-24,-1,25,12,26,-52,4726
505,Wormadam (Sandy Cloak),-24,19,45,-8,6,-52,5766
506,Wormadam (Trash Cloak),-24,9,35,2,16,-52,4846
507,Mothim,-14,34,-10,27,-29,-22,3506
508,Combee,-54,-30,-18,-37,-37,-18,7202
509,Vespiquen,-14,20,42,13,23,-48,5362
510,Pachirisu,-24,-15,10,-22,11,7,1555
511,Buizel,-29,5,-25,-7,-49,-3,3950
512,Floatzel,1,45,-5,18,-29,27,3945
513,Cherubi,-39,-25,-15,-5,-26,-53,5881
514,Cherrim,-14,0,10,20,-1,-3,706
515,Shellos,-8,-12,-12,-10,-17,-54,3657
516,Gastrodon,27,23,8,25,3,-49,4357
517,Ambipom,-9,40,6,-7,-13,27,2664
518,Drifloon,6,-10,-26,-7,-35,-18,2410
519,Drifblim,66,20,-16,23,-25,-8,6230
520,Buneary,-29,6,-16,-23,-23,-3,2200
521,Lopunny,-19,16,24,-13,17,17,1940
522,Lopunny (Mega Lopunny),-19,76,34,-13,17,47,9960
523,Mismagius,-24,0,0,38,26,17,2985
524,Honchkrow,16,65,-8,38,-27,-17,7007
525,Glameow,-35,-5,-18,-25,-42,-3,3972
526,Purugly,-13,22,4,-3,-20,24,1654
527,Chingling,-39,-30,-10,-2,-29,-43,5215
528,Stunky,-21,3,-13,-26,-38,-14,2935
529,Skuntank,19,33,7,4,-18,-4,1855
530,Bronzor,-27,-36,26,-43,7,-65,8824
531,Bronzong,-17,29,56,12,37,-55,8804
532,Bonsly,-34,20,35,-57,-34,-78,13270
533,Mime Jr.,-64,-35,-15,3,11,-28,6460
534,Happiny,16,-55,-55,-52,-14,-58,12570
535,Chatot,-8,5,-15,25,-37,3,2317
536,Spiritomb,-34,32,48,25,29,-53,8759
537,Gible,-26,10,-15,-27,-34,-46,5002
538,Gabite,-16,30,5,-17,-24,-6,2082
539,Garchomp,24,70,35,13,6,14,7102
540,Garchomp (Mega Garchomp),24,110,55,53,16,4,18782
541,Munchlax,51,25,-20,-27,6,-83,11280
542,Riolu,-44,10,-20,-32,-39,-28,5765
543,Lucario,-14,50,10,48,-9,2,5185
544,Lucario (Mega Lucario),-14,85,28,73,-9,24,14191
545,Hippopotas,-16,12,18,-29,-37,-56,6070
546,Hippowdon,24,52,58,1,-7,-41,8375
547,Skorupi,-44,-10,30,-37,-24,-23,5410
548,Drapion,-14,30,50,-7,-4,7,3710
549,Croagunk,-36,1,-20,-6,-39,-38,4698
550,Toxicroak,-1,46,5,19,-14,-3,2708
551,Carnivine,-10,40,12,23,-7,-42,4186
552,Finneon,-35,-11,-4,-18,-18,-22,2494
553,Lumineon,-15,9,16,2,7,3,624
554,Mantyke,-39,-40,-10,-7,41,-38,6395
555,Snover,-24,2,-10,-5,-19,-48,3370
556,Abomasnow,6,32,15,25,6,-28,2730
557,Abomasnow (Mega Abomasnow),6,72,45,65,26,-58,15510
558,Weavile,-14,60,5,-22,6,37,5710
559,Magnezone,-14,10,55,63,11,-28,8195
560,Lickilicky,26,25,35,13,16,-38,4395
561,Rhyperior,31,80,70,-12,-24,-48,15285
562,Tangrowth,16,40,65,43,-29,-38,10215
563,Electivire,-9,63,7,28,6,7,4968
564,Magmortar,-9,35,7,58,16,-5,5000
565,Togekiss,1,-10,35,53,36,-8,5495
566,Yanmega,2,16,26,49,-23,7,3915
567,Leafeon,-19,50,70,-7,-14,7,8055
568,Glaceon,-19,0,50,63,16,-23,7615
569,Gliscor,-9,35,65,-22,-4,7,6080
570,Mamoswine,26,70,20,3,-19,-8,6410
571,Porygon-Z,1,20,10,68,-4,2,5145
572,Gallade,-16,65,5,-2,36,-8,5870
573,Gallade (Mega Gallade),-16,105,35,-2,36,22,14290
574,Probopass,-24,-5,85,8,71,-48,15235
575,Dusknoir,-39,40,75,-2,56,-43,13735
576,Froslass,-14,20,10,13,-9,22,1430
577,Rotom,-34,-10,17,28,-2,3,2342
578,Rotom (Heat Rotom),-34,5,47,38,28,-2,5622
579,Rotom (Wash Rotom),-34,5,47,38,28,-2,5622
580,Rotom (Frost Rotom),-34,5,47,38,28,-2,5622
581,Rotom (Fan Rotom),-34,5,47,38,28,-2,5622
582,Rotom (Mow Rotom),-34,5,47,38,28,-2,5622
583,Uxie,-9,15,70,8,51,7,7920
584,Mesprit,-4,45,45,38,26,-8,6250
585,Azelf,-9,65,10,58,-9,27,8580
586,Dialga,16,60,60,83,21,2,14790
587,Dialga (Origin Forme),16,40,60,83,41,2,14030
588,Palkia,6,60,40,83,41,12,13950
589,Palkia (Origin Forme),6,40,40,83,41,32,12830
590,Heatran,7,30,46,63,27,-11,7884
591,Regigigas,26,100,50,13,31,12,14450
592,Giratina (Altered Forme),66,40,60,33,41,2,12330
593,Giratina (Origin Forme),66,60,40,53,21,2,12810
594,Cresselia,36,10,60,8,51,-3,7670
595,Phione,-4,20,20,13,1,-8,1050
596,Manaphy,16,40,40,33,21,12,5130
597,Darkrai,-14,30,30,68,11,37,8110
598,Shaymin (Land Forme),16,40,40,33,21,12,5130
599,Shaymin (Sky Forme),16,43,15,53,-4,39,6676
600,Arceus,36,60,60,53,41,32,14010
601,Victini,16,40,40,33,21,12,5130
602,Snivy,-39,-15,-5,-22,-24,-25,3456
603,Servine,-24,0,15,-7,-4,-5,891
604,Serperior,-9,15,35,8,16,25,2476
605,Tepig,-19,3,-15,-22,-34,-43,4084
606,Pignite,6,33,-5,3,-24,-33,2824
607,Emboar,26,63,5,33,-14,-23,6484
608,Oshawott,-29,-5,-15,-4,-34,-43,4112
609,Dewott,-9,15,0,16,-19,-28,1707
610,Samurott,11,40,25,41,-9,-18,4432
611,Samurott (Hisuian Samurott),6,48,20,33,-14,-3,4034
612,Patrat,-39,-5,-21,-32,-40,-46,6727
613,Watchog,-24,25,9,-7,-10,-11,1552
614,Lillipup,-39,0,-15,-42,-34,-33,5755
615,Herdier,-19,20,5,-32,-14,-28,2790
616,Stoutland,1,50,30,-22,11,-8,4070
617,Purrloin,-43,-10,-23,-17,-42,-22,5015
618,Liepard,-20,28,-10,21,-29,18,2890
619,Pansage,-34,-7,-12,-14,-31,-24,3082
620,Simisage,-9,38,3,31,-16,13,2920
621,Pansear,-34,-7,-12,-14,-31,-24,3082
622,Simisear,-9,38,3,31,-16,13,2920
623,Panpour,-34,-7,-12,-14,-31,-24,3082
624,Simipour,-9,38,3,31,-16,13,2920
625,Munna,-8,-35,-15,0,-24,-64,6186
626,Musharna,32,-5,25,40,16,-59,7011
627,Pidove,-34,-5,-10,-31,-49,-45,6668
628,Tranquill,-22,17,2,-17,-37,-23,2964
629,Unfezant,-4,55,20,-2,-24,5,4046
630,Blitzle,-39,0,-28,-17,-47,-12,4947
631,Zebstrika,-9,40,3,13,-16,28,2899
632,Roggenrola,-29,15,25,-42,-54,-73,11700
633,Boldore,-14,45,45,-17,-39,-68,10680
634,Gigalith,1,75,70,-7,1,-63,14545
635,Woobat,-19,-15,-17,-12,-36,-16,2571
636,Swoobat,-17,-3,-5,10,-24,26,1675
637,Drilbur,-24,25,-20,-37,-34,-20,4526
638,Excadrill,26,75,0,-17,-14,0,6786
639,Audino,19,0,26,-7,7,-38,2579
640,Audino (Mega Audino),19,0,66,13,47,-38,8539
641,Timburr,-9,20,-5,-42,-44,-53,7015
642,Gurdurr,1,45,25,-27,-29,-48,6525
643,Conkeldurr,21,80,35,-12,-14,-43,10255
644,Tympole,-34,-10,-20,-17,-39,-24,4042
645,Palpitoad,-9,5,-5,-2,-24,-19,1072
646,Seismitoad,21,35,15,18,-4,-14,2427
647,Throh,36,40,25,-37,6,-43,6775
648,Sawk,-9,65,15,-37,-4,-3,5925
649,Sewaddle,-39,-7,10,-27,-19,-46,4876
650,Swadloon,-29,3,30,-17,1,-46,4156
651,Leavanny,-9,43,20,3,1,4,2356
652,Venipede,-54,-15,-1,-37,-40,-31,7072
653,Whirlipede,-44,-5,39,-27,0,-41,5892
654,Scolipede,-24,40,29,-12,-10,24,3837
655,Cottonee,-44,-33,0,-30,-29,-22,5250
656,Whimsicott,-24,7,25,10,-4,28,2150
657,Petilil,-39,-25,-10,3,-29,-58,6460
658,Lilligant,-14,0,15,43,-4,2,2290
659,Lilligant (Hisuian Lilligant),-14,45,15,-17,-4,17,3040
660,Basculin,-14,32,5,13,-24,10,2090
661,Sandile,-34,12,-25,-32,-44,-23,5414
662,Krokorok,-24,22,-15,-22,-34,-14,3121
663,Krookodile,11,57,20,-2,-9,4,3871
664,Darumaka,-14,30,-15,-52,-34,-38,6625
665,Darumaka (Galarian Darumaka),-14,30,-15,-52,-34,-38,6625
666,Darmanitan (Standard Mode),21,80,-5,-37,-24,7,8860
667,Darmanitan (Zen Mode),21,-30,45,73,26,-33,10460
668,Darmanitan (Galarian Standard Mode),21,80,-5,-37,-24,7,8860
669,Darmanitan (Galarian Zen Mode),21,100,-5,-37,-24,47,14620
670,Maractus,-9,26,7,39,-12,-28,3255
671,Dwebble,-34,5,25,-32,-44,-33,5855
672,Crustle,-14,45,65,-2,-4,-43,8315
673,Scraggy,-34,15,10,-32,-9,-40,4186
674,Scrafty,-19,30,55,-22,36,-30,6966
675,Sigilyph,-12,-2,20,36,1,9,1926
676,Yamask,-46,-30,25,-12,-14,-58,7345
677,Yamask (Galarian Yamask),-46,-5,25,-37,-14,-58,7695
678,Cofagrigus,-26,-10,85,28,26,-58,12825
679,Tirtouga,-30,18,43,-14,-34,-66,8781
680,Carracosta,-10,48,73,16,-14,-56,11321
681,Archen,-29,52,-15,7,-34,-18,5299
682,Archeops,-9,80,5,45,-14,22,9211
683,Trubbish,-34,-10,2,-27,-17,-23,2807
684,Garbodor,-4,35,22,-7,3,-13,1952
685,Zorua,-44,5,-20,13,-39,-23,4580
686,Zorua (Hisuian Zorua),-49,0,-20,18,-39,-18,4970
687,Zoroark,-24,45,0,53,-19,17,6060
688,Zoroark (Hisuian Zoroark),-29,40,0,58,-19,22,6650
689,Minccino,-29,-10,-20,-27,-39,-13,3760
690,Cinccino,-9,35,0,-2,-19,27,2400
691,Gothita,-39,-30,-10,-12,-14,-43,4710
692,Gothorita,-24,-15,10,8,6,-33,2090
693,Gothitelle,-14,-5,35,28,31,-23,3720
694,Solosis,-39,-30,-20,38,-29,-68,9730
695,Duosion,-19,-20,-10,58,-19,-58,7950
696,Reuniclus,26,5,15,58,6,-58,7690
697,Ducklett,-22,-16,-10,-23,-29,-33,3299
698,Swanna,-9,27,3,20,-16,10,1575
699,Vanillite,-48,-10,-10,-2,-19,-44,4805
700,Vanillish,-33,5,5,13,-4,-29,2165
701,Vanilluxe,-13,35,25,43,16,-9,4205
702,Deerling,-24,0,-10,-27,-29,-13,2415
703,Sawsbuck,-4,40,10,-7,-9,7,1895
704,Emolga,-29,15,0,8,-19,15,1716
705,Karrablast,-34,15,-15,-27,-34,-28,4275
706,Escavalier,-14,75,45,-7,26,-68,13195
707,Foongus,-15,-5,-15,-12,-24,-73,6524
708,Amoonguss,30,25,10,18,1,-58,5314
709,Frillish,-29,-20,-10,-2,6,-48,3685
710,Jellicent,16,0,10,18,26,-28,2140
711,Alomomola,81,15,20,-27,-34,-23,9600
712,Joltik,-34,-13,-10,-10,-29,-23,2895
713,Galvantula,-14,17,0,30,-19,20,2146
714,Ferroseed,-40,-10,31,-43,7,-78,10643
715,Ferrothorn,-10,34,71,-13,37,-68,12459
716,Klink,-44,-5,10,-22,-19,-58,6270
717,Klang,-24,20,35,3,6,-38,3690
718,Klinklang,-24,40,55,3,6,2,5250
719,Tynamo,-49,-5,-20,-22,-39,-28,5615
720,Eelektrik,-19,25,10,8,-9,-48,3535
721,Eelektross,1,55,20,38,1,-38,6315
722,Elgyem,-29,-5,-5,18,-24,-58,5155
723,Beheeyem,-9,15,15,58,16,-48,6455
724,Litwick,-34,-30,-5,-2,-24,-68,7285
725,Lampent,-24,-20,0,28,-19,-33,3210
726,Chandelure,-24,-5,30,78,11,-8,7770
727,Axew,-38,27,0,-37,-39,-31,6024
728,Fraxure,-18,57,10,-27,-29,-21,5684
729,Haxorus,-8,87,30,-7,-9,9,8744
730,Cubchoo,-29,10,-20,-7,-39,-48,5215
731,Beartic,11,70,20,3,1,-38,6875
732,Cryogonal,-4,-10,-10,28,56,17,4425
733,Shelmet,-34,-20,25,-27,-14,-63,7075
734,Accelgor,-4,10,-20,33,-19,57,5215
735,Stunfisk,25,6,24,14,20,-56,4969
736,Stunfisk (Galarian Stunfisk),25,21,39,-1,5,-56,5749
737,Mienfoo,-39,25,-10,-12,-29,-23,3760
738,Mienshao,-19,65,0,28,-19,17,6020
739,Druddigon,-7,60,30,-7,11,-40,6319
740,Golett,-25,14,-10,-32,-29,-53,5595
741,Golurk,5,64,20,-12,1,-33,5755
742,Pawniard,-39,25,10,-27,-39,-28,5280
743,Bisharp,-19,65,40,-7,-9,-18,6640
744,Bouffalant,11,50,35,-27,16,-33,5920
745,Rufflet,-14,23,-10,-30,-29,-28,3350
746,Braviary,16,63,15,-10,-4,-8,4630
747,Braviary (Hisuian Braviary),26,23,10,45,-9,-23,3940
748,Vullaby,-14,-5,15,-22,-14,-28,1910
749,Mandibuzz,26,5,45,-12,16,-8,3190
750,Heatmor,1,37,6,38,-13,-23,3548
751,Durant,-26,49,52,-19,-31,21,7544
752,Deino,-32,5,-10,-22,-29,-50,4974
753,Zweilous,-12,25,10,-2,-9,-30,1854
754,Hydreigon,8,45,30,58,11,10,6574
755,Larvesta,-29,25,-5,-17,-24,-28,3140
756,Volcarona,1,0,5,68,26,12,5470
757,Cobalion,7,30,69,23,-7,20,6688
758,Terrakion,7,69,30,5,11,20,6256
759,Virizion,7,30,12,23,50,20,4522
760,Tornadus (Incarnate Forme),-5,55,10,58,1,23,7044
761,Tornadus (Therian Forme),-5,40,20,43,11,33,5084
762,Thundurus (Incarnate Forme),-5,55,10,58,1,23,7044
763,Thundurus (Therian Forme),-5,45,10,78,1,13,8404
764,Reshiram,16,60,40,83,41,2,14030
765,Zekrom,16,90,60,53,21,2,15210
766,Landorus (Incarnate Forme),5,65,30,48,1,13,7624
767,Landorus (Therian Forme),5,85,30,38,1,3,9604
768,Kyurem,41,70,30,63,11,7,11620
769,Kyurem (Black Kyurem),41,110,40,53,11,7,18360
770,Kyurem (White Kyurem),41,60,30,103,21,7,17280
771,Keldeo,7,12,30,62,11,20,5458
772,Meloetta (Aria Forme),16,17,17,61,49,2,6960
773,Meloetta (Pirouette Forme),16,68,30,10,-2,40,7484
774,Genesect,-13,60,35,53,16,11,8180
775,Chespin,-28,1,5,-19,-34,-50,4827
776,Quilladin,-23,18,35,-11,-21,-31,3601
777,Chesnaught,4,47,62,7,-4,-24,6710
778,Fennekin,-44,-15,-20,-5,-19,-28,3731
779,Braixen,-25,-1,-2,23,-9,-15,1465
780,Delphox,-9,9,12,47,21,16,3212
781,Froakie,-43,-4,-20,-5,-35,-17,3804
782,Frogadier,-30,3,-8,16,-23,9,1839
783,Greninja,-12,35,7,36,-8,34,3934
784,Greninja (Ash-Greninja),-12,85,7,86,-8,44,16814
785,Bunnelby,-46,-24,-22,-35,-43,-31,7211
786,Diggersby,1,-4,17,-17,-2,-10,699
787,Fletchling,-39,-10,-17,-27,-41,-26,4996
788,Fletchinder,-22,13,-5,-11,-27,-4,1544
789,Talonflame,-6,21,11,7,-10,38,2191
790,Scatterbug,-46,-25,-20,-40,-54,-53,10466
791,Spewpa,-39,-38,0,-40,-49,-59,10447
792,Vivillon,-4,-8,-10,23,-29,1,1551
793,Litleo,-22,-10,-2,6,-25,-16,1505
794,Pyroar,2,8,12,42,-13,18,2469
795,Flabébé,-40,-22,-21,-6,0,-46,4677
796,Floette,-30,-15,-13,8,19,-36,3015
797,Florges,-6,5,8,45,75,-13,7944
798,Skiddo,-18,5,-12,-5,-22,-36,2298
799,Gogoat,39,40,2,30,2,-20,4429
800,Pancham,-17,22,2,-21,-31,-45,4204
801,Pangoro,11,64,18,2,-8,-30,5509
802,Furfrou,-9,20,0,-2,11,14,802
803,Espurr,-22,-12,-6,-4,-19,-20,1441
804,Meowstic,-10,-12,16,16,2,16,1016
805,Honedge,-39,20,40,-32,-42,-60,9909
806,Doublade,-25,50,90,-22,-30,-53,15418
807,Aegislash (Shield Forme),-24,-10,80,-17,61,-28,11870
808,Aegislash (Blade Forme),-24,80,-10,73,-29,-28,14030
809,Spritzee,-6,-8,0,-4,-14,-65,4537
810,Aromatisse,17,12,12,32,10,-59,5182
811,Swirlix,-22,-12,6,-8,-22,-39,2733
812,Slurpuff,-2,20,26,18,-4,-16,1676
813,Inkay,-31,-6,-7,-30,-33,-43,4884
814,Malamar,2,32,28,1,-4,-15,2054
815,Binacle,-42,-8,7,-28,-23,-38,4634
816,Barbaracle,-12,45,55,-13,7,-20,5812
817,Skrelp,-34,0,0,-7,-19,-58,4930
818,Dragalge,-19,15,30,30,44,-44,6258
819,Clauncher,-34,-7,2,-9,-16,-44,3482
820,Clawitzer,-13,13,28,53,10,-29,4872
821,Helioptile,-40,-22,-27,-6,-36,-18,4469
822,Heliolisk,-22,-5,-8,42,15,21,3003
823,Tyrunt,-26,29,17,-22,-34,-40,5046
824,Tyrantrum,-2,61,59,2,-20,-17,7899
825,Amaura,-7,-1,-10,0,-16,-42,2170
826,Aurorus,39,17,12,32,13,-30,4047
827,Sylveon,11,5,5,43,51,-28,5405
828,Hawlucha,-6,32,15,7,-16,30,2490
829,Dedenne,-17,-2,-3,14,-12,13,811
830,Carbink,-34,-10,90,-17,71,-38,16130
831,Goomy,-39,-10,-25,-12,-4,-48,4710
832,Sliggoo,-16,15,-7,16,34,-28,2726
833,Sliggoo (Hisuian Sliggoo),-26,15,23,16,34,-48,5146
834,Goodra,6,40,10,43,71,-8,8690
835,Goodra (Hisuian Goodra),-4,40,40,43,71,-28,10890
836,Klefki,-27,20,31,13,8,-13,2492
837,Phantump,-41,10,-12,-17,-19,-50,5075
838,Trevenant,1,50,16,-2,3,-32,3794
839,Pumpkaboo (Small Size),-40,6,10,-23,-24,-32,3865
840,Pumpkaboo (Average Size),-35,6,10,-23,-24,-37,3835
841,Pumpkaboo (Large Size),-30,6,10,-23,-24,-42,3905
842,Pumpkaboo (Super Size),-25,6,10,-23,-24,-47,4075
843,Gourgeist (Small Size),-29,25,62,-9,-4,11,5528
844,Gourgeist (Average Size),-19,30,62,-9,-4,-4,5218
845,Gourgeist (Large Size),-9,35,62,-9,-4,-19,5608
846,Gourgeist (Super Size),1,40,62,-9,-4,-34,6698
847,Bergmite,-29,9,25,-35,-44,-60,8308
848,Avalugg,11,57,124,-23,-33,-60,23964
849,Avalugg (Hisuian Avalugg),11,67,124,-33,-43,-50,25424
850,Noibat,-44,-30,-25,-22,-39,-33,6555
851,Noivern,1,10,20,30,1,35,2627
852,Xerneas,42,71,35,64,19,11,12608
853,Yveltal,42,71,35,64,19,11,12608
854,Zygarde (50% Forme),24,40,61,14,16,7,6398
855,Zygarde (10% Forme),-30,40,11,-6,6,27,3422
856,Zygarde (Complete Forme),132,40,61,24,16,-3,23586
857,Diancie,-34,40,90,33,71,-38,18430
858,Diancie (Mega Diancie),-34,100,50,93,31,22,23750
859,Hoopa (Hoopa Confined),-4,50,0,83,51,-18,12330
860,Hoopa (Hoopa Unbound),-4,100,0,103,51,-8,23290
861,Volcanion,-4,50,60,63,11,-18,10530
862,Rowlet,-16,-5,-5,-17,-29,-46,3552
863,Dartrix,-6,15,15,3,-9,-36,1872
864,Decidueye,-6,47,15,33,21,-18,4324
865,Decidueye (Hisuian Decidueye),4,52,20,28,16,-28,4944
866,Litten,-39,5,-20,-7,-39,-18,3840
867,Torracat,-19,25,-10,13,-29,2,2100
868,Incineroar,11,55,30,13,11,-28,5120
869,Popplio,-34,-6,-6,-1,-23,-48,4062
870,Brionne,-24,9,9,24,2,-38,2762
871,Primarina,-4,14,14,59,37,-28,6042
872,Pikipek,-49,15,-30,-37,-49,-23,7825
873,Trumbeak,-29,25,-10,-27,-29,-13,3305
874,Toucannon,-4,60,15,8,-4,-28,4705
875,Yungoos,-36,10,-30,-37,-49,-43,7915
876,Gumshoos,4,50,0,-12,-19,-43,4870
877,Grubbin,-37,2,-15,-12,-34,-42,4662
878,Charjabug,-27,22,35,-12,-4,-52,5302
879,Vikavolt,-7,10,30,78,-4,-45,9174
880,Crabrawler,-37,22,-3,-25,-32,-25,4136
881,Crabominable,13,72,17,-5,-12,-45,7836
882,Oricorio,-9,10,10,31,-9,5,1348
883,Cutiefly,-44,-15,-20,-12,-39,-4,4242
884,Ribombee,-24,-5,0,28,-9,36,2762
885,Rockruff,-39,5,-20,-37,-39,-28,5620
886,Lycanroc (Midday Form),-9,55,5,-12,-14,24,4047
887,Lycanroc (Midnight Form),1,55,15,-12,-4,-6,3447
888,Lycanroc (Dusk Form),-9,57,5,-12,-14,22,4179
889,Wishiwashi (Solo Form),-39,-40,-40,-42,-54,-48,11705
890,Wishiwashi (School Form),-39,80,70,73,56,-58,24650
891,Mareanie,-34,-7,2,-24,-27,-43,4363
892,Toxapex,-34,3,92,-14,63,-53,16603
893,Mudbray,-14,40,10,-22,-24,-43,4805
894,Mudsdale,16,65,40,-12,6,-53,9070
895,Dewpider,-46,-20,-8,-27,-7,-61,7079
896,Araquanid,-16,10,32,-17,53,-46,6594
897,Fomantis,-44,-5,-25,-17,-44,-53,7620
898,Lurantis,-14,45,30,13,11,-43,5260
899,Morelull,-44,-25,-5,-2,-4,-73,7935
900,Shiinotic,-24,-15,20,23,21,-58,5535
901,Salandit,-36,-16,-20,4,-39,-11,3610
902,Salazzle,-16,4,0,44,-19,29,3410
903,Stufful,-14,15,-10,-22,-29,-38,3290
904,Bewear,36,65,20,-12,-19,-28,7210
905,Bounsweet,-42,-30,-22,-37,-41,-56,9334
906,Steenee,-32,-20,-12,-27,-31,-26,3934
907,Tsareena,-12,60,38,-17,19,-16,6094
908,Comfey,-33,-8,30,15,31,12,3383
909,Oranguru,6,0,20,23,31,-28,2710
910,Passimian,16,60,30,-27,-19,-8,5910
911,Wimpod,-59,-25,-20,-47,-49,-8,9180
912,Golisopod,-9,65,80,-7,11,-48,13180
913,Sandygast,-29,-5,20,3,-34,-73,7760
914,Palossand,1,15,50,33,-4,-53,6640
915,Pyukumuku,-29,0,70,-37,51,-83,16600
916,Type: Null,11,35,35,28,16,-29,4452
917,Silvally,11,35,35,28,16,7,3660
918,Minior (Meteor Form),-24,0,40,-7,21,-28,3450
919,Minior (Core),-24,40,0,33,-19,32,4650
920,Komala,-19,55,5,8,16,-23,4260
921,Turtonator,-24,18,75,24,6,-52,9841
922,Togedemaru,-19,38,3,-27,-6,8,2643
923,Mimikyu,-29,30,20,-17,26,8,3170
924,Bruxish,-16,45,10,3,-9,4,2487
925,Drampa,-6,0,25,68,12,-52,8133
926,Dhelmise,-14,71,40,19,11,-48,9623
927,Jangmo-o,-39,-5,5,-22,-34,-43,5060
928,Hakamo-o,-29,15,30,-2,-9,-23,2580
929,Kommo-o,-9,50,65,33,26,-3,8580
930,Tapu Koko,-14,55,25,28,-4,42,6410
931,Tapu Lele,-14,25,15,63,36,7,6360
932,Tapu Bulu,-14,70,55,18,16,-13,8870
933,Tapu Fini,-14,15,55,28,51,-3,6840
934,Cosmog,-41,-31,-29,-38,-48,-51,9832
935,Cosmoem,-41,-31,71,-38,52,-51,14432
936,Solgaleo,53,77,47,46,10,9,13244
937,Lunala,53,53,29,70,28,9,12224
938,Nihilego,25,-7,-13,60,52,15,7372
939,Buzzwole,23,79,79,-14,-26,-9,13964
940,Pheromosa,-13,77,-23,70,-42,63,17260
941,Xurkitree,-1,29,11,106,-8,-5,12288
942,Celesteela,13,41,43,40,22,-27,6512
943,Kartana,-25,121,71,-8,-48,21,23116
944,Guzzlord,139,41,-7,30,-26,-45,24652
945,Necrozma,13,47,41,60,10,-9,7840
946,Necrozma (Dusk Mane Necrozma),13,97,67,46,30,-11,17204
947,Necrozma (Dawn Wings Necrozma),13,53,49,90,48,-11,15904
948,Necrozma (Ultra Necrozma),13,107,37,100,18,41,24992
949,Magearna,-4,35,55,63,36,-23,10060
950,Marshadow,6,65,20,23,11,37,6680
951,Poipole,-17,13,7,6,-12,-15,912
952,Naganadel,-11,13,13,60,-6,33,5184
953,Stakataka,-23,71,151,-14,22,-75,34676
954,Blacephalon,-31,67,-7,84,0,19,12916
955,Zeraora,4,52,15,35,1,55,7196
956,Meltan,-38,5,5,-12,-44,-54,6490
957,Melmetal,51,83,83,13,-14,-54,19660
958,Grookey,-34,5,-10,-27,-39,-23,4060
959,Thwackey,-14,25,10,-12,-19,-8,1490
960,Rillaboom,16,65,30,-7,-9,-3,5520
961,Scorbunny,-34,11,-20,-27,-39,-19,4288
962,Raboot,-19,26,0,-12,-19,6,1578
963,Cinderace,-4,56,15,-2,-4,31,4358
964,Sobble,-34,-20,-20,3,-39,-18,3810
965,Drizzile,-19,0,-5,28,-24,2,1750
966,Inteleon,-14,25,5,58,-14,32,5430
967,Skwovet,-14,-5,-5,-32,-44,-63,7175
968,Greedent,36,35,35,-12,-4,-68,8530
969,Rookidee,-46,-13,-25,-34,-44,-31,6963
970,Corvisquire,-16,7,-5,-24,-24,-11,1603
971,Corviknight,14,27,45,-14,6,-21,3623
972,Blipbug,-59,-40,-40,-42,-34,-43,11450
973,Dottler,-34,-25,20,-17,11,-58,5955
974,Orbeetle,-24,-15,50,13,41,2,5155
975,Nickit,-44,-32,-32,-20,-27,-38,6557
976,Thievul,-14,-2,-2,20,13,2,777
977,Gossifleur,-44,-20,0,-27,-19,-78,9510
978,Eldegoss,-24,-10,30,13,41,-28,4210
979,Wooloo,-42,-20,-5,-27,-34,-40,5674
980,Dubwool,-12,20,40,-7,11,0,2314
981,Chewtle,-34,4,-10,-29,-41,-44,5730
982,Drednaw,6,55,30,-19,-11,-14,4639
983,Yamper,-25,-15,-10,-27,-29,-62,6364
984,Boltund,-15,30,0,23,-19,33,3104
985,Rolycoly,-54,-20,-10,-27,-29,-58,8350
986,Carkol,-4,0,30,-7,-9,-38,2490
987,Coalossal,26,20,60,13,11,-58,8330
988,Applin,-44,-20,20,-27,-39,-68,9610
989,Flapple,-14,50,20,28,-19,-18,4565
990,Appletun,26,25,20,33,1,-58,6155
991,Silicobra,-32,-3,15,-32,-29,-42,4887
992,Sandaconda,-12,47,65,-2,-9,-17,6952
993,Cramorant,-14,25,-5,18,16,-3,1435
994,Arrokuda,-43,3,-20,-27,-49,-22,5872
995,Barraskewda,-23,63,0,-7,-29,48,7692
996,Toxel,-44,-22,-25,-13,-44,-48,7454
997,Toxtricity,-9,38,10,47,-9,-13,4084
998,Sizzlipede,-34,5,-15,-17,-29,-43,4385
999,Centiskorch,16,55,5,23,11,-23,4485
1000,Clobbopus,-34,8,0,-17,-29,-56,5486
1001,Grapploct,-4,58,30,3,1,-46,6406
1002,Sinistea,-44,-15,-15,7,-25,-38,4504
1003,Polteageist,-24,5,5,67,35,-18,6664
1004,Hatenna,-42,-30,-15,-11,-26,-49,6087
1005,Hattrem,-27,-20,5,19,-6,-39,3072
1006,Hatterene,-27,30,35,69,24,-59,11672
1007,Impidimp,-39,-15,-30,-12,-39,-38,5755
1008,Morgrem,-19,0,-15,8,-24,-18,1550
1009,Grimmsnarl,11,60,5,28,-4,-28,5330
1010,Obstagoon,9,30,41,-7,2,7,2764
1011,Perrserker,-14,50,40,-17,-19,-38,6390
1012,Cursola,-24,35,-10,78,51,-58,13950
